pid;ID;Kapitelueberschrift;ErsteSeite;LetzteSeite;Anzahl_Seiten;PID_ersteSeite;Anzahl_weitereGliederungsebenen;DeeplinkingUrl
1103814;DTL1375;"Will, Cornelius: Archivalische Beiträge zur Geschichte der Erstürmung von Regensburg am 23. April 1809 und deren Folgen";"[Seite 179]";"Seite 307";129;1104339;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1103814&childpid=1104339
1103814;DTL1376;"Dorrer, Georg: Das ""Bürgl"" bei Haslarn";"[Seite 308]";"Seite 310";3;1104468;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1103814&childpid=1104468
1103814;DTL1377;"Nekrolog. Dr. Christian Häutle, k. Reichsarchivrath. + 1893, 22. August";"[Seite 311]";"Seite 317";7;1104471;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1103814&childpid=1104471
1103814;DTL1378;"Mitglieder-Verzeichnis";"[Seite 318]";"Seite 332";15;1104478;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1103814&childpid=1104478
1653754;DTL1785;"[Titelseite]";"[Seite I]";"[Seite IV]";4;1654200;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1653754&childpid=1654200
1653754;DTL1786;"Inhalt";"[Seite V]";"[Seite V]";1;1654204;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1653754&childpid=1654204
1653754;DTL1787;"Verzeichnis der Illustrationen";"[Seite VI]";"[Seite VI]";1;1654205;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1653754&childpid=1654205
1653754;DTL1788;"I. Binder, G[eorg]: Geschichte der bayerischen Birgitten-Klöster. Größtenteils nach archivalischen Quellen bearbeitet";"[Seite 1]";"Seite 348";351;1654206;26;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1653754&childpid=1654206
1653754;DTL1789;"II. Nekrologe";"[Seite 349]";"Seite 366";18;1654554;4;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1653754&childpid=1654554
1653754;DTL1790;"III. Jahresbericht des historischen Vereines von Oberpfalz und Regensburg für 1894 und 1895";"[Seite 367]";"Seite 421";55;1654572;6;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1653754&childpid=1654572
1653754;DTL1791;"Nachträge und Berichtigungen";"Seite 422";"Seite 422";1;1654627;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1653754&childpid=1654627
1653754;DTL1792;"Zur Nachricht";"Seite 423";"Seite 423";1;1654628;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1653754&childpid=1654628
1080718;DTL1437;"[Titelseite]";"[Seite I]";"[Seite IV]";4;1081077;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081077
1080718;DTL1438;"Inhalt";"[Seite V]";"[Seite VI]";2;1081081;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081081
1080718;DTL1439;"Lößl, Vinzenz: Das Regensburger Hansgrafenamt. Ein kleiner Beitrag zur Kultur- und Rechtsgeschichte";"[Seite I]";"[Seite 172]";180;1081083;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081083
1080718;DTL1440;"Walderdorff, Hugo Graf von: Regensburger Bruchstück der Weltchronik des Rudolf von Ems";"[Seite 173]";"Seite 192";20;1081263;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081263
1080718;DTL1441;"Steinmetz, Georg: Prähistorisches und Römisches: 1. Bericht über Ausgrabungen bei Eichhofen";"[Seite 193]";"Seite 199";7;1081283;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081283
1080718;DTL1442;"Steinmetz, Georg: Prähistorisches und Römisches: 2. Bericht über eine römische Ausgrabung zu Regensburg 1896";"Seite 199";"Seite 202";4;1081289;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081289
1080718;DTL1443;"Steinmetz, Georg: Prähistorisches und Römisches: 3. Die römischen Glasspiegel in den Sammlungen des Historischen Vereins zu Regensburg";"Seite 203";"[Seite 220]";18;1081293;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081293
1080718;DTL1444;"Plaß, Joseph: Untergegangene Orte in der Oberpfalz: A. Untergegangene Orte im Bezirke des Amtsgerichtes Kastl";"Seite 221";"Seite 237";17;1081311;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081311
1080718;DTL1445;"Plaß, Joseph: Untergegangene Orte in der Oberpfalz: B. Untergegangene Orte im Bezirke des Amtsgerichtes Neunburg v. Wald";"Seite 238";"Seite 249";12;1081328;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081328
1080718;DTL1446;"Plaß, Joseph: Untergegangene Orte in der Oberpfalz: B. Untergegangene Orte im Bezirke des Amtsgerichtes Neunburg v. Wald: I. Excurs. Burg und Herrschaft Warberg";"Seite 250";"Seite 260";11;1081340;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081340
1080718;DTL1447;"Plaß, Joseph: Untergegangene Orte in der Oberpfalz: B. Untergegangene Orte im Bezirke des Amtsgerichtes Neunburg v. Wald: II. Excurs. Chuno von Horeburg";"Seite 260";"Seite 268";9;1081350;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081350
1080718;DTL1448;"Will, Cornelius: Verzeichnis der Schriften des Fürsten-Primas Carl von Dalberg";"[Seite 269]";"[Seite 278]";10;1081359;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081359
1080718;DTL1449;"Nekrologe";"Seite 279";"Seite 300";22;1081369;5;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081369
1080718;DTL1450;"Jahresbericht 1896";"Seite 301";"Seite 327";27;1081391;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081391
1080718;DTL1451;"Fundchronik";"Seite 328";"Seite 334";7;1081418;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081418
1080718;DTL1452;"Äußere Thätigkeit des Vereins";"Seite 335";"Seite 340";6;1081425;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081425
1080718;DTL1453;"Rechnungsablage";"Seite 341";"Seite 342";2;1081431;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1080718&childpid=1081431
1387335;DTL2065;"Titelblatt";"[Seite I]";"[Seite II]";2;1387851;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1387335&childpid=1387851
1387335;DTL2066;"Inhalt";"[Seite III]";"[Seite IV]";2;1387853;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1387335&childpid=1387853
1387335;DTL2067;"Götz, Johann Bapt.: Geschichte der Pfarrei und der Benefizien Dietfurts von Jahre 1540 bis zur Säkularisation im Jahre 1802";"[Seite 1]";"[Seite 122]";122;1387855;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1387335&childpid=1387855
1387335;DTL2068;"Bibra, Wilhelm Freiherr von: Beiträge zur Geschichte der Landgrafen von Leuchtenberg";"[Seite 123]";"[Seite 256]";134;1387977;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1387335&childpid=1387977
1387335;DTL2069;"Blößner, Georg: Geschichte der Georgskirche (Malteserkirche) in Amberg. Mit Grundriß und mehreren Abbildungen";"[Seite 257]";"[Seite 322]";72;1388111;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1387335&childpid=1388111
1387335;DTL2070;"Hüttner, Franz: Mitteilungen aus dem Ausgabebuch des Wolfgang v. Wildenstein";"[Seite 323]";"Seite 332";10;1388187;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1387335&childpid=1388187
1387335;DTL2071;"Loritz, Franz: Erinnerungen an die Schicksale des Marktes Nittenau während des Feldzuges 1809";"[Seite 333]";"Seite 336";4;1388197;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1387335&childpid=1388197
1387335;DTL2072;"Walderdorff, Hugo Graf von: Die Römerbauten an dem Königsberge bei Regensburg";"[Seite 337]";"Seite 466";130;1388201;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1387335&childpid=1388201
1387335;DTL2073;"Jahresbericht 1897";"[Seite 467]";"[Seite 480]";14;1388331;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1387335&childpid=1388331
993296;DTL1553;"Titelblatt";"[Seite I]";"[Seite II]";2;993684;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=993296&childpid=993684
993296;DTL1554;"Inhaltsverzeichnis";"[Seite III]";"[Seite IV]";2;993686;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=993296&childpid=993686
993296;DTL1555;"Bibra, Wilhelm Freiherr von: Beiträge zur Geschichte der Landgrafen von Leuchtenberg. Zweiter Abschnitt. II. Kapitel. Güterverhältnisse, Pfandschaften und Stiftungen der Landgrafen Ulrich II. und Johann I.";"[Seite 1]";"[Seite 80]";80;993688;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=993296&childpid=993688
993296;DTL1556;"Steinmetz, Georg: Eine prähistorische Begräbnisstätte im Walddistrikt Raffa";"[Seite 81]";"Seite 88";8;993768;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=993296&childpid=993768
993296;DTL1557;"Will, Cornelius: Der Anfang eines Klageliedes Oswald´s v. Wolkenstein auf die Husitenschlacht bei Taus im Jahre 1431";"[Seite 89]";"Seite 100";12;993776;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=993296&childpid=993776
993296;DTL1558;"Mayer, Manfred: Albert, Burggraf von Regensburg";"[Seite 101]";"Seite 106";6;993788;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=993296&childpid=993788
993296;DTL1559;"Steinmetz, Georg: Studie über ein römisches Relief, gefunden in Regensburg 1898";"[Seite 107]";"[Seite 134]";28;993794;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=993296&childpid=993794
993296;DTL1560;"Brunner, Johann: Der Pandurenführer Franz Freiherr von der Trenk im österreichischen Erbfolgekriege, mit besonderer Rücksicht auf die Zerstörung von Cham im Jahre 1742";"[Seite 135]";"Seite 258";124;993822;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=993296&childpid=993822
993296;DTL1561;"Walderdorff, Hugo Graf von: Neuaufgefundene römische Inschriften in Regensburg";"[Seite 259]";"Seite 274";16;993946;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=993296&childpid=993946
993296;DTL1562;"Nekrologe";"[Seite 275]";"Seite 334";60;993962;10;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=993296&childpid=993962
993296;DTL1563;"Jahresbericht für 1898";"[Seite 335]";"Seite 353";19;994022;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=993296&childpid=994022
993296;DTL1564;"Zugänge zur Sammlung 1897 und 1898";"Seite 354";"Seite 359";6;994041;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=993296&childpid=994041
993296;DTL1565;"Rechnungs-Ergebnisse pro 1898";"Seite 360";"Seite 360";1;994047;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=993296&childpid=994047
993296;DTL1566;"Mitgliederverzeichnis";"Seite 361";"Seite 375";15;994048;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=993296&childpid=994048
991002;DTL1513;"Titelblatt";"[Seite I]";"[Seite II]";2;991380;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=991002&childpid=991380
991002;DTL1514;"Inhaltsverzeichnis";"[Seite III]";"[Seite IV]";2;991382;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=991002&childpid=991382
991002;DTL1515;"Loritz, Franz jun.: Nittenau während des Feldzuges von 1809";"[Seite 1]";"[Seite 28]";28;991384;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=991002&childpid=991384
991002;DTL1516;"Christ, W.: Zur Inschrift der Vulcansara in Regensburg";"[Seite 29]";"[Seite 38]";10;991412;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=991002&childpid=991412
991002;DTL1517;"Walderdorff, Hugo Graf von: Hatten die Römer bei Regensburg eine Niederlassung auf dem linken Donauufer? (Zur Inschrift der Vulkansara.)";"[Seite 39]";"[Seite 60]";22;991422;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=991002&childpid=991422
991002;DTL1518;"Drexel, Fr.: Der Brunnen auf dem Fischmarkte zu Regensburg (sogenannter Rolandsbrunnen)";"[Seite 61]";"[Seite 78]";18;991444;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=991002&childpid=991444
991002;DTL1519;"Andreas: Beiträge zur Geschichte des Seuchen-, Gesundheits- und Medizinalwesens der oberen Pfalz";"[Seite 79]";"Seite 286";208;991462;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=991002&childpid=991462
991002;DTL1520;"Steinmetz, Georg: AQVIS HE GEM... Zur Deutung eines römischen Fundes im Ulrichsmuseum dahier";"[Seite 287]";"Seite 296";10;991670;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=991002&childpid=991670
991002;DTL1521;"Steinmetz, Georg: Bericht über mehrere in den Jahren 1899 und 1900 im Bereiche des Bahnhofterrains in Regensburg aufgedeckte römische Begräbnisse";"[Seite 297]";"Seite 302";6;991680;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=991002&childpid=991680
991002;DTL1522;"Walderdorff, Hugo Graf von: Römische Inschriften im Jahre 1900 in Regensburg aufgefunden";"[Seite 303]";"[Seite 312]";10;991686;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=991002&childpid=991686
991002;DTL1523;"Nekrologe";"[Seite 313]";"[Seite 322]";10;991696;2;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=991002&childpid=991696
991002;DTL1524;"Jahresbericht 1899/1900";"[Seite 323]";"Seite 353";31;991706;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=991002&childpid=991706
991002;DTL1525;"Zugänge zur Sammlung 1899/1900";"Seite 354";"Seite 367";14;991737;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=991002&childpid=991737
991002;DTL1526;"Rechnungs-Ergebnisse pro 1899";"Seite 368";"Seite 368";1;991751;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=991002&childpid=991751
988110;DTL1589;"Titelblatt";"[Seite I]";"[Seite II]";2;988507;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988507
988110;DTL1590;"Inhalt";"[Seite III]";"[Seite IV]";2;988509;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988509
988110;DTL1591;"Wild, P.: Über Schauspiele und Schaustellungen in Regensburg";"[Seite 1]";"Seite 134";134;988511;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988511
988110;DTL1592;"Lippert, Friedrich: Die Pfarreien und Schulen der Oberpfalz (Kurpfalz) 1621-1648";"[Seite 135]";"Seite 224";90;988645;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988645
988110;DTL1593;"Will, Cornelius: Hochwasser und Eisgang zu Regensburg im Jahre 1432";"[Seite 225]";"[Seite 230]";6;988735;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988735
988110;DTL1594;"Hüttner, Franz: Auszüge aus den Schuldbüchern der Reichsstadt Regensburg 1652-1677";"[Seite 231]";"Seite 264";34;988741;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988741
988110;DTL1595;"Steinmetz, Georg: Verzeichnis der in neuester Zeit (namentlich 1901) in Regensburg gefundenen römischen Münzen";"[Seite 265]";"[Seite 280]";16;988775;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988775
988110;DTL1596;"Denk, Julius: Der Amberger Lokalchronist Johann Kaspar v. Wiltmaister";"[Seite 281]";"Seite 306";26;988791;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988791
988110;DTL1597;"Walderdorff, Hugo Graf von: Römische Inschriften im Jahre 1901 in Regensburg aufgefunden";"[Seite 307]";"Seite 316";10;988817;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988817
988110;DTL1598;"Jahresbericht für 1900/1901";"[Seite 317]";"Seite 342";26;988827;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988827
988110;DTL1599;"Zugänge zu den Sammlungen 1900/1901";"Seite 343";"Seite 353";11;988853;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988853
988110;DTL1600;"Notizen aus der historischen Literatur der letzten Jahre über Regensburg und der Oberpfalz";"Seite 354";"Seite 367";14;988864;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988864
988110;DTL1601;"Rechnungsergebnisse";"Seite 368";"Seite 368";1;988878;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988878
988110;DTL1602;"Mitgliederverzeichnis";"Seite 369";"Seite 388";20;988879;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988879
988110;DTL1603;"Nachträge";"Seite 389";"[Seite 390]";2;988899;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=988110&childpid=988899
985125;DTL1589;"Titelblatt";"[Seite I]";"[Seite II]";2;985522;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=985125&childpid=985522
985125;DTL1590;"Inhalt";"[Seite III]";"[Seite IV]";2;985524;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=985125&childpid=985524
985125;DTL1591;"Wild, P.: Über Schauspiele und Schaustellungen in Regensburg";"[Seite 1]";"Seite 134";134;985526;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=985125&childpid=985526
985125;DTL1592;"Lippert, Friedrich: Die Pfarreien und Schulen der Oberpfalz (Kurpfalz) 1621-1648";"[Seite 135]";"Seite 224";90;985660;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=985125&childpid=985660
985125;DTL1593;"Will, Cornelius: Hochwasser und Eisgang zu Regensburg im Jahre 1432";"[Seite 225]";"[Seite 230]";6;985750;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=985125&childpid=985750
